,Confidence,QualityBrightness,QualitySharpness,deltat,dur,fa,fps,hits,n0,n1,proponeface,score,dprime,spind
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1071_child0_jbT_scientific.pickle,99.87655568416862,53.085910358081755,97.77638226709013,167,158.333333,0.7852564102564102,12.000000025263157,0.8633975481611208,312,571,0.8963157894736842,0.3540810334703465,0.3056423282247642,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1082_child0_6BC_scientific.pickle,99.99662198569735,38.54722696306757,99.63766292411249,167,154.75,0.5,12.0,0.7918367346938775,202,735,0.8432956381260097,0.4929757343550447,0.8128108207188424,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_110_child0_session1_scientific.pickle,98.91311378064363,49.049867090971574,99.9164496401082,167,126.666667,0.16326530612244897,11.999999968421053,0.551660516605166,343,542,0.4842105263157895,0.5801630434782609,1.110983752473813,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1191_child0_LW5kW^_scientific.pickle,99.91797402000041,25.294848174842766,99.03675287466932,167,163.333333,0.43014705882352944,12.000000024489795,0.7024901703800787,272,763,0.7556122448979592,0.5226198514517219,0.7075758225647858,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1216_child0_NYyQ4T_scientific.pickle,99.67497986682235,58.07457480436586,99.61739684407654,167,156.0,0.3368421052631579,12.0,0.7229190421892816,285,877,0.8514957264957265,0.5056461731493099,1.0126321997617418,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1288_child0_mRWKgM_scientific.pickle,98.94212634846316,22.7120571492082,90.37103222345901,167,156.666667,0.09202453987730061,11.999999974468086,0.48484848484848486,163,363,0.31382978723404253,0.523728813559322,1.2904023197403838,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1354_child1_9pHtxK_scientific.pickle,99.93356228610237,52.79555163101549,98.58454509627236,167,161.166667,0.2383838383838384,11.999999975180973,0.7694753577106518,495,629,0.8045501551189245,0.4948586118251928,1.4486310885497646,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1395_child0_w5RjjZ_scientific.pickle,98.30353176978326,31.656294607347057,99.74733709519909,167,156.833333,0.008421052631578947,12.000000025504782,0.04773869346733668,475,796,0.03294367693942614,0.6451612903225806,0.7229504503706152,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1420_child0_76dqRq_scientific.pickle,99.65742865668403,33.2642721293885,99.7200545511128,167,154.583333,0.08409506398537477,12.00000002587601,0.3250388802488336,547,643,0.2183288409703504,0.6,0.9243884592256464,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1427_child0_pYbVhV_scientific.pickle,99.0722500890075,56.15691939904412,99.6943330079637,167,153.75,0.4861111111111111,12.0,0.7243243243243244,288,370,0.6563685636856369,0.458298926507019,0.6305576962013932,1
